1,Regular,Positive,638006217,"AE19C41E38A640259C767D88B8EDF83E",90001,
2,Regular,Negative,48319962,"06DEDE4C806C4B33B15CB348ACC6AFF6",90001,
3,Variant,Positive,781816338,"D9027702CDB942B6BFE4967BA9326FD3",90001,
4,Variant,Negative,15735255,"A39824D2541E4763BF40B907AF25F9CD",90001,
5,Variant,Store,768746060,"91ED8E89C32442B696C9398671844D9C",90001,2280
6,BVShell,Positive,48947629,"D7A5C93B77A04F5F9AD47723AB90A4D7",90001,
7,BVShell,Negative,55107666,"D3409E9E783F4F29B9EEE2B3B8801492",90001,
8,Bundle,Positive,228201928,"DE06B979F79C4C46B58E30E8AAB30ADA",90001,
9,Bundle,Negative,808126874,"7415B55F4836427D894A8BA70495175A",90001,
